id,priority,municipality,pillar,primary_keyword_en,primary_keyword_es,url,requirement,release_status,index_policy
"305","P3","Barranquitas","business","home services in Barranquitas","servicios para el hogar en Barranquitas","https://spotlightpuertorico.com/puerto-rico/barranquitas/home-services/","2 approved home-service listings","live","index"
"306","P3","Barranquitas","business","local businesses in Barranquitas","negocios locales en Barranquitas","https://spotlightpuertorico.com/puerto-rico/barranquitas/local-businesses/","4 approved listings across at least 2 categories","live","index"
"307","P3","Barranquitas","business","professional services in Barranquitas","servicios profesionales en Barranquitas","https://spotlightpuertorico.com/puerto-rico/barranquitas/professional-services/","2 approved professional-service listings","live","index"
"308","P3","Barranquitas","food","restaurants in Barranquitas","restaurantes en Barranquitas","https://spotlightpuertorico.com/puerto-rico/barranquitas/restaurants/","2 approved restaurant listings","live","index"
"309","P3","Barranquitas","business","services near me in Barranquitas","servicios cerca de mí en Barranquitas","https://spotlightpuertorico.com/puerto-rico/barranquitas/services/","3 approved service listings across at least 2 categories","live","index"
"310","P3","Barranquitas","shopping","shopping in Barranquitas Puerto Rico","dónde comprar en Barranquitas Puerto Rico","https://spotlightpuertorico.com/puerto-rico/barranquitas/shopping/","2 approved retail listings","live","index"
"311","P3","Barranquitas","tourism","things to do in Barranquitas","qué hacer en Barranquitas","https://spotlightpuertorico.com/puerto-rico/barranquitas/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"312","P3","Barranquitas","tourism","tours in Barranquitas Puerto Rico","tours en Barranquitas Puerto Rico","https://spotlightpuertorico.com/puerto-rico/barranquitas/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"313","P3","Camuy","business","automotive services in Camuy","servicios automotrices en Camuy","https://spotlightpuertorico.com/puerto-rico/camuy/automotive/","2 approved automotive listings","live","index"
"314","P3","Camuy","tourism","beaches near Camuy","playas cerca de Camuy","https://spotlightpuertorico.com/puerto-rico/camuy/beaches/","2 documented beaches with access and safety details","live","index"
"315","P3","Camuy","business","beauty and spa in Camuy","belleza y spa en Camuy","https://spotlightpuertorico.com/puerto-rico/camuy/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"316","P3","Camuy","food","cafes and bakeries in Camuy","cafés y panaderías en Camuy","https://spotlightpuertorico.com/puerto-rico/camuy/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"317","P3","Camuy","tourism","family things to do in Camuy","actividades familiares en Camuy","https://spotlightpuertorico.com/puerto-rico/camuy/family-activities/","3 documented family-suitable activities","live","index"
"318","P3","Camuy","business","home services in Camuy","servicios para el hogar en Camuy","https://spotlightpuertorico.com/puerto-rico/camuy/home-services/","2 approved home-service listings","live","index"
"319","P3","Camuy","business","local businesses in Camuy","negocios locales en Camuy","https://spotlightpuertorico.com/puerto-rico/camuy/local-businesses/","4 approved listings across at least 2 categories","live","index"
"320","P3","Camuy","business","professional services in Camuy","servicios profesionales en Camuy","https://spotlightpuertorico.com/puerto-rico/camuy/professional-services/","2 approved professional-service listings","live","index"
"321","P3","Camuy","food","restaurants in Camuy","restaurantes en Camuy","https://spotlightpuertorico.com/puerto-rico/camuy/restaurants/","2 approved restaurant listings","live","index"
"322","P3","Camuy","business","services near me in Camuy","servicios cerca de mí en Camuy","https://spotlightpuertorico.com/puerto-rico/camuy/services/","3 approved service listings across at least 2 categories","live","index"
"323","P3","Camuy","shopping","shopping in Camuy Puerto Rico","dónde comprar en Camuy Puerto Rico","https://spotlightpuertorico.com/puerto-rico/camuy/shopping/","2 approved retail listings","live","index"
"324","P3","Camuy","tourism","things to do in Camuy","qué hacer en Camuy","https://spotlightpuertorico.com/puerto-rico/camuy/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"325","P3","Camuy","tourism","tours in Camuy Puerto Rico","tours en Camuy Puerto Rico","https://spotlightpuertorico.com/puerto-rico/camuy/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"326","P3","Canóvanas","business","automotive services in Canóvanas","servicios automotrices en Canóvanas","https://spotlightpuertorico.com/puerto-rico/canovanas/automotive/","2 approved automotive listings","live","index"
"327","P3","Canóvanas","tourism","beaches near Canóvanas","playas cerca de Canóvanas","https://spotlightpuertorico.com/puerto-rico/canovanas/beaches/","2 documented beaches with access and safety details","live","index"
"328","P3","Canóvanas","business","beauty and spa in Canóvanas","belleza y spa en Canóvanas","https://spotlightpuertorico.com/puerto-rico/canovanas/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"329","P3","Canóvanas","food","cafes and bakeries in Canóvanas","cafés y panaderías en Canóvanas","https://spotlightpuertorico.com/puerto-rico/canovanas/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"330","P3","Canóvanas","tourism","family things to do in Canóvanas","actividades familiares en Canóvanas","https://spotlightpuertorico.com/puerto-rico/canovanas/family-activities/","3 documented family-suitable activities","live","index"
"331","P3","Canóvanas","business","home services in Canóvanas","servicios para el hogar en Canóvanas","https://spotlightpuertorico.com/puerto-rico/canovanas/home-services/","2 approved home-service listings","live","index"
"332","P3","Canóvanas","business","local businesses in Canóvanas","negocios locales en Canóvanas","https://spotlightpuertorico.com/puerto-rico/canovanas/local-businesses/","4 approved listings across at least 2 categories","live","index"
"333","P3","Canóvanas","business","professional services in Canóvanas","servicios profesionales en Canóvanas","https://spotlightpuertorico.com/puerto-rico/canovanas/professional-services/","2 approved professional-service listings","live","index"
"334","P3","Canóvanas","food","restaurants in Canóvanas","restaurantes en Canóvanas","https://spotlightpuertorico.com/puerto-rico/canovanas/restaurants/","2 approved restaurant listings","live","index"
"335","P3","Canóvanas","business","services near me in Canóvanas","servicios cerca de mí en Canóvanas","https://spotlightpuertorico.com/puerto-rico/canovanas/services/","3 approved service listings across at least 2 categories","live","index"
"336","P3","Canóvanas","shopping","shopping in Canóvanas Puerto Rico","dónde comprar en Canóvanas Puerto Rico","https://spotlightpuertorico.com/puerto-rico/canovanas/shopping/","2 approved retail listings","live","index"
"337","P3","Canóvanas","tourism","things to do in Canóvanas","qué hacer en Canóvanas","https://spotlightpuertorico.com/puerto-rico/canovanas/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"338","P3","Canóvanas","tourism","tours in Canóvanas Puerto Rico","tours en Canóvanas Puerto Rico","https://spotlightpuertorico.com/puerto-rico/canovanas/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"339","P3","Cataño","business","automotive services in Cataño","servicios automotrices en Cataño","https://spotlightpuertorico.com/puerto-rico/catano/automotive/","2 approved automotive listings","live","index"
"340","P3","Cataño","tourism","beaches near Cataño","playas cerca de Cataño","https://spotlightpuertorico.com/puerto-rico/catano/beaches/","2 documented beaches with access and safety details","live","index"
"341","P3","Cataño","business","beauty and spa in Cataño","belleza y spa en Cataño","https://spotlightpuertorico.com/puerto-rico/catano/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"342","P3","Cataño","food","cafes and bakeries in Cataño","cafés y panaderías en Cataño","https://spotlightpuertorico.com/puerto-rico/catano/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"343","P3","Cataño","tourism","family things to do in Cataño","actividades familiares en Cataño","https://spotlightpuertorico.com/puerto-rico/catano/family-activities/","3 documented family-suitable activities","live","index"
"344","P3","Cataño","business","home services in Cataño","servicios para el hogar en Cataño","https://spotlightpuertorico.com/puerto-rico/catano/home-services/","2 approved home-service listings","live","index"
"345","P3","Cataño","business","local businesses in Cataño","negocios locales en Cataño","https://spotlightpuertorico.com/puerto-rico/catano/local-businesses/","4 approved listings across at least 2 categories","live","index"
"346","P3","Cataño","business","professional services in Cataño","servicios profesionales en Cataño","https://spotlightpuertorico.com/puerto-rico/catano/professional-services/","2 approved professional-service listings","live","index"
"347","P3","Cataño","food","restaurants in Cataño","restaurantes en Cataño","https://spotlightpuertorico.com/puerto-rico/catano/restaurants/","2 approved restaurant listings","live","index"
"348","P3","Cataño","business","services near me in Cataño","servicios cerca de mí en Cataño","https://spotlightpuertorico.com/puerto-rico/catano/services/","3 approved service listings across at least 2 categories","live","index"
"349","P3","Cataño","shopping","shopping in Cataño Puerto Rico","dónde comprar en Cataño Puerto Rico","https://spotlightpuertorico.com/puerto-rico/catano/shopping/","2 approved retail listings","live","index"
"350","P3","Cataño","tourism","things to do in Cataño","qué hacer en Cataño","https://spotlightpuertorico.com/puerto-rico/catano/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"351","P3","Cataño","tourism","tours in Cataño Puerto Rico","tours en Cataño Puerto Rico","https://spotlightpuertorico.com/puerto-rico/catano/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"352","P3","Cayey","business","automotive services in Cayey","servicios automotrices en Cayey","https://spotlightpuertorico.com/puerto-rico/cayey/automotive/","2 approved automotive listings","live","index"
"353","P3","Cayey","tourism","beaches near Cayey","playas cerca de Cayey","https://spotlightpuertorico.com/puerto-rico/cayey/beaches/","2 documented beaches with access and safety details","live","index"
"354","P3","Cayey","business","beauty and spa in Cayey","belleza y spa en Cayey","https://spotlightpuertorico.com/puerto-rico/cayey/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"355","P3","Cayey","food","cafes and bakeries in Cayey","cafés y panaderías en Cayey","https://spotlightpuertorico.com/puerto-rico/cayey/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"356","P3","Cayey","tourism","family things to do in Cayey","actividades familiares en Cayey","https://spotlightpuertorico.com/puerto-rico/cayey/family-activities/","3 documented family-suitable activities","live","index"
"357","P3","Cayey","business","home services in Cayey","servicios para el hogar en Cayey","https://spotlightpuertorico.com/puerto-rico/cayey/home-services/","2 approved home-service listings","live","index"
"358","P3","Cayey","business","local businesses in Cayey","negocios locales en Cayey","https://spotlightpuertorico.com/puerto-rico/cayey/local-businesses/","4 approved listings across at least 2 categories","live","index"
"359","P3","Cayey","business","professional services in Cayey","servicios profesionales en Cayey","https://spotlightpuertorico.com/puerto-rico/cayey/professional-services/","2 approved professional-service listings","live","index"
"360","P3","Cayey","food","restaurants in Cayey","restaurantes en Cayey","https://spotlightpuertorico.com/puerto-rico/cayey/restaurants/","2 approved restaurant listings","live","index"
"361","P3","Cayey","business","services near me in Cayey","servicios cerca de mí en Cayey","https://spotlightpuertorico.com/puerto-rico/cayey/services/","3 approved service listings across at least 2 categories","live","index"
"362","P3","Cayey","shopping","shopping in Cayey Puerto Rico","dónde comprar en Cayey Puerto Rico","https://spotlightpuertorico.com/puerto-rico/cayey/shopping/","2 approved retail listings","live","index"
"363","P3","Cayey","tourism","things to do in Cayey","qué hacer en Cayey","https://spotlightpuertorico.com/puerto-rico/cayey/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"364","P3","Cayey","tourism","tours in Cayey Puerto Rico","tours en Cayey Puerto Rico","https://spotlightpuertorico.com/puerto-rico/cayey/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"365","P3","Ceiba","business","automotive services in Ceiba","servicios automotrices en Ceiba","https://spotlightpuertorico.com/puerto-rico/ceiba/automotive/","2 approved automotive listings","live","index"
"366","P3","Ceiba","tourism","beaches near Ceiba","playas cerca de Ceiba","https://spotlightpuertorico.com/puerto-rico/ceiba/beaches/","2 documented beaches with access and safety details","live","index"
"367","P3","Ceiba","business","beauty and spa in Ceiba","belleza y spa en Ceiba","https://spotlightpuertorico.com/puerto-rico/ceiba/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"368","P3","Ceiba","food","cafes and bakeries in Ceiba","cafés y panaderías en Ceiba","https://spotlightpuertorico.com/puerto-rico/ceiba/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"369","P3","Ceiba","tourism","family things to do in Ceiba","actividades familiares en Ceiba","https://spotlightpuertorico.com/puerto-rico/ceiba/family-activities/","3 documented family-suitable activities","live","index"
"370","P3","Ceiba","business","home services in Ceiba","servicios para el hogar en Ceiba","https://spotlightpuertorico.com/puerto-rico/ceiba/home-services/","2 approved home-service listings","live","index"
"371","P3","Ceiba","business","local businesses in Ceiba","negocios locales en Ceiba","https://spotlightpuertorico.com/puerto-rico/ceiba/local-businesses/","4 approved listings across at least 2 categories","live","index"
"372","P3","Ceiba","business","professional services in Ceiba","servicios profesionales en Ceiba","https://spotlightpuertorico.com/puerto-rico/ceiba/professional-services/","2 approved professional-service listings","live","index"
"373","P3","Ceiba","food","restaurants in Ceiba","restaurantes en Ceiba","https://spotlightpuertorico.com/puerto-rico/ceiba/restaurants/","2 approved restaurant listings","live","index"
"374","P3","Ceiba","business","services near me in Ceiba","servicios cerca de mí en Ceiba","https://spotlightpuertorico.com/puerto-rico/ceiba/services/","3 approved service listings across at least 2 categories","live","index"
"375","P3","Ceiba","shopping","shopping in Ceiba Puerto Rico","dónde comprar en Ceiba Puerto Rico","https://spotlightpuertorico.com/puerto-rico/ceiba/shopping/","2 approved retail listings","live","index"
"376","P3","Ceiba","tourism","things to do in Ceiba","qué hacer en Ceiba","https://spotlightpuertorico.com/puerto-rico/ceiba/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"377","P3","Ceiba","tourism","tours in Ceiba Puerto Rico","tours en Ceiba Puerto Rico","https://spotlightpuertorico.com/puerto-rico/ceiba/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"378","P3","Ciales","business","automotive services in Ciales","servicios automotrices en Ciales","https://spotlightpuertorico.com/puerto-rico/ciales/automotive/","2 approved automotive listings","live","index"
"379","P3","Ciales","tourism","beaches near Ciales","playas cerca de Ciales","https://spotlightpuertorico.com/puerto-rico/ciales/beaches/","2 documented beaches with access and safety details","live","index"
"380","P3","Ciales","business","beauty and spa in Ciales","belleza y spa en Ciales","https://spotlightpuertorico.com/puerto-rico/ciales/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"381","P3","Ciales","food","cafes and bakeries in Ciales","cafés y panaderías en Ciales","https://spotlightpuertorico.com/puerto-rico/ciales/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"382","P3","Ciales","tourism","family things to do in Ciales","actividades familiares en Ciales","https://spotlightpuertorico.com/puerto-rico/ciales/family-activities/","3 documented family-suitable activities","live","index"
"383","P3","Ciales","business","home services in Ciales","servicios para el hogar en Ciales","https://spotlightpuertorico.com/puerto-rico/ciales/home-services/","2 approved home-service listings","live","index"
"384","P3","Ciales","business","local businesses in Ciales","negocios locales en Ciales","https://spotlightpuertorico.com/puerto-rico/ciales/local-businesses/","4 approved listings across at least 2 categories","live","index"
"385","P3","Ciales","business","professional services in Ciales","servicios profesionales en Ciales","https://spotlightpuertorico.com/puerto-rico/ciales/professional-services/","2 approved professional-service listings","live","index"
"386","P3","Ciales","food","restaurants in Ciales","restaurantes en Ciales","https://spotlightpuertorico.com/puerto-rico/ciales/restaurants/","2 approved restaurant listings","live","index"
"387","P3","Ciales","business","services near me in Ciales","servicios cerca de mí en Ciales","https://spotlightpuertorico.com/puerto-rico/ciales/services/","3 approved service listings across at least 2 categories","live","index"
"388","P3","Ciales","shopping","shopping in Ciales Puerto Rico","dónde comprar en Ciales Puerto Rico","https://spotlightpuertorico.com/puerto-rico/ciales/shopping/","2 approved retail listings","live","index"
"389","P3","Ciales","tourism","things to do in Ciales","qué hacer en Ciales","https://spotlightpuertorico.com/puerto-rico/ciales/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"390","P3","Ciales","tourism","tours in Ciales Puerto Rico","tours en Ciales Puerto Rico","https://spotlightpuertorico.com/puerto-rico/ciales/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"391","P3","Cidra","business","automotive services in Cidra","servicios automotrices en Cidra","https://spotlightpuertorico.com/puerto-rico/cidra/automotive/","2 approved automotive listings","live","index"
"392","P3","Cidra","tourism","beaches near Cidra","playas cerca de Cidra","https://spotlightpuertorico.com/puerto-rico/cidra/beaches/","2 documented beaches with access and safety details","live","index"
"393","P3","Cidra","business","beauty and spa in Cidra","belleza y spa en Cidra","https://spotlightpuertorico.com/puerto-rico/cidra/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"394","P3","Cidra","food","cafes and bakeries in Cidra","cafés y panaderías en Cidra","https://spotlightpuertorico.com/puerto-rico/cidra/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"395","P3","Cidra","tourism","family things to do in Cidra","actividades familiares en Cidra","https://spotlightpuertorico.com/puerto-rico/cidra/family-activities/","3 documented family-suitable activities","live","index"
"396","P3","Cidra","business","home services in Cidra","servicios para el hogar en Cidra","https://spotlightpuertorico.com/puerto-rico/cidra/home-services/","2 approved home-service listings","live","index"
"397","P3","Cidra","business","local businesses in Cidra","negocios locales en Cidra","https://spotlightpuertorico.com/puerto-rico/cidra/local-businesses/","4 approved listings across at least 2 categories","live","index"
"398","P3","Cidra","business","professional services in Cidra","servicios profesionales en Cidra","https://spotlightpuertorico.com/puerto-rico/cidra/professional-services/","2 approved professional-service listings","live","index"
"399","P3","Cidra","food","restaurants in Cidra","restaurantes en Cidra","https://spotlightpuertorico.com/puerto-rico/cidra/restaurants/","2 approved restaurant listings","live","index"
"400","P3","Cidra","business","services near me in Cidra","servicios cerca de mí en Cidra","https://spotlightpuertorico.com/puerto-rico/cidra/services/","3 approved service listings across at least 2 categories","live","index"
"401","P3","Cidra","shopping","shopping in Cidra Puerto Rico","dónde comprar en Cidra Puerto Rico","https://spotlightpuertorico.com/puerto-rico/cidra/shopping/","2 approved retail listings","live","index"
"402","P3","Cidra","tourism","things to do in Cidra","qué hacer en Cidra","https://spotlightpuertorico.com/puerto-rico/cidra/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"403","P3","Cidra","tourism","tours in Cidra Puerto Rico","tours en Cidra Puerto Rico","https://spotlightpuertorico.com/puerto-rico/cidra/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"404","P3","Coamo","business","automotive services in Coamo","servicios automotrices en Coamo","https://spotlightpuertorico.com/puerto-rico/coamo/automotive/","2 approved automotive listings","live","index"
"405","P3","Coamo","tourism","beaches near Coamo","playas cerca de Coamo","https://spotlightpuertorico.com/puerto-rico/coamo/beaches/","2 documented beaches with access and safety details","live","index"
"406","P3","Coamo","business","beauty and spa in Coamo","belleza y spa en Coamo","https://spotlightpuertorico.com/puerto-rico/coamo/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"407","P3","Coamo","food","cafes and bakeries in Coamo","cafés y panaderías en Coamo","https://spotlightpuertorico.com/puerto-rico/coamo/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"408","P3","Coamo","tourism","family things to do in Coamo","actividades familiares en Coamo","https://spotlightpuertorico.com/puerto-rico/coamo/family-activities/","3 documented family-suitable activities","live","index"
"409","P3","Coamo","business","home services in Coamo","servicios para el hogar en Coamo","https://spotlightpuertorico.com/puerto-rico/coamo/home-services/","2 approved home-service listings","live","index"
"410","P3","Coamo","business","local businesses in Coamo","negocios locales en Coamo","https://spotlightpuertorico.com/puerto-rico/coamo/local-businesses/","4 approved listings across at least 2 categories","live","index"
"411","P3","Coamo","business","professional services in Coamo","servicios profesionales en Coamo","https://spotlightpuertorico.com/puerto-rico/coamo/professional-services/","2 approved professional-service listings","live","index"
"412","P3","Coamo","food","restaurants in Coamo","restaurantes en Coamo","https://spotlightpuertorico.com/puerto-rico/coamo/restaurants/","2 approved restaurant listings","live","index"
"413","P3","Coamo","business","services near me in Coamo","servicios cerca de mí en Coamo","https://spotlightpuertorico.com/puerto-rico/coamo/services/","3 approved service listings across at least 2 categories","live","index"
"414","P3","Coamo","shopping","shopping in Coamo Puerto Rico","dónde comprar en Coamo Puerto Rico","https://spotlightpuertorico.com/puerto-rico/coamo/shopping/","2 approved retail listings","live","index"
"415","P3","Coamo","tourism","things to do in Coamo","qué hacer en Coamo","https://spotlightpuertorico.com/puerto-rico/coamo/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"416","P3","Coamo","tourism","tours in Coamo Puerto Rico","tours en Coamo Puerto Rico","https://spotlightpuertorico.com/puerto-rico/coamo/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"417","P3","Comerío","business","automotive services in Comerío","servicios automotrices en Comerío","https://spotlightpuertorico.com/puerto-rico/comerio/automotive/","2 approved automotive listings","live","index"
"418","P3","Comerío","tourism","beaches near Comerío","playas cerca de Comerío","https://spotlightpuertorico.com/puerto-rico/comerio/beaches/","2 documented beaches with access and safety details","live","index"
"419","P3","Comerío","business","beauty and spa in Comerío","belleza y spa en Comerío","https://spotlightpuertorico.com/puerto-rico/comerio/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"420","P3","Comerío","food","cafes and bakeries in Comerío","cafés y panaderías en Comerío","https://spotlightpuertorico.com/puerto-rico/comerio/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"421","P3","Comerío","tourism","family things to do in Comerío","actividades familiares en Comerío","https://spotlightpuertorico.com/puerto-rico/comerio/family-activities/","3 documented family-suitable activities","live","index"
"422","P3","Comerío","business","home services in Comerío","servicios para el hogar en Comerío","https://spotlightpuertorico.com/puerto-rico/comerio/home-services/","2 approved home-service listings","live","index"
"423","P3","Comerío","business","local businesses in Comerío","negocios locales en Comerío","https://spotlightpuertorico.com/puerto-rico/comerio/local-businesses/","4 approved listings across at least 2 categories","live","index"
"424","P3","Comerío","business","professional services in Comerío","servicios profesionales en Comerío","https://spotlightpuertorico.com/puerto-rico/comerio/professional-services/","2 approved professional-service listings","live","index"
"425","P3","Comerío","food","restaurants in Comerío","restaurantes en Comerío","https://spotlightpuertorico.com/puerto-rico/comerio/restaurants/","2 approved restaurant listings","live","index"
"426","P3","Comerío","business","services near me in Comerío","servicios cerca de mí en Comerío","https://spotlightpuertorico.com/puerto-rico/comerio/services/","3 approved service listings across at least 2 categories","live","index"
"427","P3","Comerío","shopping","shopping in Comerío Puerto Rico","dónde comprar en Comerío Puerto Rico","https://spotlightpuertorico.com/puerto-rico/comerio/shopping/","2 approved retail listings","live","index"
"428","P3","Comerío","tourism","things to do in Comerío","qué hacer en Comerío","https://spotlightpuertorico.com/puerto-rico/comerio/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"429","P3","Comerío","tourism","tours in Comerío Puerto Rico","tours en Comerío Puerto Rico","https://spotlightpuertorico.com/puerto-rico/comerio/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"430","P3","Corozal","business","automotive services in Corozal","servicios automotrices en Corozal","https://spotlightpuertorico.com/puerto-rico/corozal/automotive/","2 approved automotive listings","live","index"
"431","P3","Corozal","tourism","beaches near Corozal","playas cerca de Corozal","https://spotlightpuertorico.com/puerto-rico/corozal/beaches/","2 documented beaches with access and safety details","live","index"
"432","P3","Corozal","business","beauty and spa in Corozal","belleza y spa en Corozal","https://spotlightpuertorico.com/puerto-rico/corozal/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"433","P3","Corozal","food","cafes and bakeries in Corozal","cafés y panaderías en Corozal","https://spotlightpuertorico.com/puerto-rico/corozal/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"434","P3","Corozal","tourism","family things to do in Corozal","actividades familiares en Corozal","https://spotlightpuertorico.com/puerto-rico/corozal/family-activities/","3 documented family-suitable activities","live","index"
"435","P3","Corozal","business","home services in Corozal","servicios para el hogar en Corozal","https://spotlightpuertorico.com/puerto-rico/corozal/home-services/","2 approved home-service listings","live","index"
"436","P3","Corozal","business","local businesses in Corozal","negocios locales en Corozal","https://spotlightpuertorico.com/puerto-rico/corozal/local-businesses/","4 approved listings across at least 2 categories","live","index"
"437","P3","Corozal","business","professional services in Corozal","servicios profesionales en Corozal","https://spotlightpuertorico.com/puerto-rico/corozal/professional-services/","2 approved professional-service listings","live","index"
"438","P3","Corozal","food","restaurants in Corozal","restaurantes en Corozal","https://spotlightpuertorico.com/puerto-rico/corozal/restaurants/","2 approved restaurant listings","live","index"
"439","P3","Corozal","business","services near me in Corozal","servicios cerca de mí en Corozal","https://spotlightpuertorico.com/puerto-rico/corozal/services/","3 approved service listings across at least 2 categories","live","index"
"440","P3","Corozal","shopping","shopping in Corozal Puerto Rico","dónde comprar en Corozal Puerto Rico","https://spotlightpuertorico.com/puerto-rico/corozal/shopping/","2 approved retail listings","live","index"
"441","P3","Corozal","tourism","things to do in Corozal","qué hacer en Corozal","https://spotlightpuertorico.com/puerto-rico/corozal/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"442","P3","Corozal","tourism","tours in Corozal Puerto Rico","tours en Corozal Puerto Rico","https://spotlightpuertorico.com/puerto-rico/corozal/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"443","P3","Florida","business","automotive services in Florida","servicios automotrices en Florida","https://spotlightpuertorico.com/puerto-rico/florida/automotive/","2 approved automotive listings","live","index"
"444","P3","Florida","tourism","beaches near Florida","playas cerca de Florida","https://spotlightpuertorico.com/puerto-rico/florida/beaches/","2 documented beaches with access and safety details","live","index"
"445","P3","Florida","business","beauty and spa in Florida","belleza y spa en Florida","https://spotlightpuertorico.com/puerto-rico/florida/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"446","P3","Florida","food","cafes and bakeries in Florida","cafés y panaderías en Florida","https://spotlightpuertorico.com/puerto-rico/florida/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"447","P3","Florida","tourism","family things to do in Florida","actividades familiares en Florida","https://spotlightpuertorico.com/puerto-rico/florida/family-activities/","3 documented family-suitable activities","live","index"
"448","P3","Florida","business","home services in Florida","servicios para el hogar en Florida","https://spotlightpuertorico.com/puerto-rico/florida/home-services/","2 approved home-service listings","live","index"
"449","P3","Florida","business","local businesses in Florida","negocios locales en Florida","https://spotlightpuertorico.com/puerto-rico/florida/local-businesses/","4 approved listings across at least 2 categories","live","index"
"450","P3","Florida","business","professional services in Florida","servicios profesionales en Florida","https://spotlightpuertorico.com/puerto-rico/florida/professional-services/","2 approved professional-service listings","live","index"
"451","P3","Florida","food","restaurants in Florida","restaurantes en Florida","https://spotlightpuertorico.com/puerto-rico/florida/restaurants/","2 approved restaurant listings","live","index"
"452","P3","Florida","business","services near me in Florida","servicios cerca de mí en Florida","https://spotlightpuertorico.com/puerto-rico/florida/services/","3 approved service listings across at least 2 categories","live","index"
"453","P3","Florida","shopping","shopping in Florida Puerto Rico","dónde comprar en Florida Puerto Rico","https://spotlightpuertorico.com/puerto-rico/florida/shopping/","2 approved retail listings","live","index"
"454","P3","Florida","tourism","things to do in Florida","qué hacer en Florida","https://spotlightpuertorico.com/puerto-rico/florida/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"455","P3","Florida","tourism","tours in Florida Puerto Rico","tours en Florida Puerto Rico","https://spotlightpuertorico.com/puerto-rico/florida/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"456","P3","Guánica","business","automotive services in Guánica","servicios automotrices en Guánica","https://spotlightpuertorico.com/puerto-rico/guanica/automotive/","2 approved automotive listings","live","index"
"457","P3","Guánica","tourism","beaches near Guánica","playas cerca de Guánica","https://spotlightpuertorico.com/puerto-rico/guanica/beaches/","2 documented beaches with access and safety details","live","index"
"458","P3","Guánica","business","beauty and spa in Guánica","belleza y spa en Guánica","https://spotlightpuertorico.com/puerto-rico/guanica/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"459","P3","Guánica","food","cafes and bakeries in Guánica","cafés y panaderías en Guánica","https://spotlightpuertorico.com/puerto-rico/guanica/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"460","P3","Guánica","tourism","family things to do in Guánica","actividades familiares en Guánica","https://spotlightpuertorico.com/puerto-rico/guanica/family-activities/","3 documented family-suitable activities","live","index"
"461","P3","Guánica","business","home services in Guánica","servicios para el hogar en Guánica","https://spotlightpuertorico.com/puerto-rico/guanica/home-services/","2 approved home-service listings","live","index"
"462","P3","Guánica","business","local businesses in Guánica","negocios locales en Guánica","https://spotlightpuertorico.com/puerto-rico/guanica/local-businesses/","4 approved listings across at least 2 categories","live","index"
